英文文件,英文题号,英文题干,状态,中文来源文件,中文来源题号,中文来源题干,备注
英文版第二章.docx,79,"79.A new customer has just been onboarded in a securities firm. After a few weeks, there are unusual trading patterns that are being flagged. Which pattern is most concerning to the compliance officer?",已一致,第二章.docx,41,41.一个新客户刚刚在一家证券公司入职。几周后，出现了不寻常的交易模式，被人发现。哪种模式最令合规官员担忧?,解析内容已与中文版一致
英文版第二章.docx,80,80.A potential client calls a broker-dealer wishing to purchase securities. The client does not appear to be concerned with any fees associated with the account or price of the securities.Further information provided by the potential client indicates the individual may have relatives working for a company in which the potential client wants to invest. Which type of activity is the potential client attempting to commit?,已一致,第二章.docx,43,43.证券经纪商收到潜在客户电话。客户似乎不关心与账户或证券价格相关的任何费用。潜在客户提供的进一步信息表明，有亲属可能在潜在客户希望投资的公司工作。潜在客户试图提交哪种类型的活动?,解析内容已与中文版一致
英文版第二章.docx,81,81.An analyst for a broker-dealer finds a client has been systematically purchasing securities at a high price but selling the same securities only when the price falls. Which type of activity is this trading pattern indicative of?,已一致,第二章.docx,44,44.证券经纪商的分析师发现，客户一直在系统地以高价购买证券，但只有在价格下跌时才出售相同的证券。这种交易模式代表了哪种类型的活动?,解析内容已与中文版一致
英文版第二章.docx,82,82.(多选题)What factors unique to the securities industry increase the risk of money laundering? (Choose two.),已一致,第二章.docx,45,45.(多选题)证券业特有的哪些因素会增加洗钱的风险?(选择两个。),解析内容已与中文版一致
英文版第二章.docx,83,83.Which trading pattern may be indicative of money laundering in capital markets?,已一致,第二章.docx,42,42.哪种交易模式可能表明资本市场中的洗钱行为?,解析内容已与中文版一致
英文版第二章.docx,84,84.(多选题)What are two reasons physical certificates present a money laundering risk to broker-dealers? (Choose two.),已一致,第二章.docx,46,46.(多选题)哪两项是说明券商提供纸质证书会带来潜在的洗钱风险的原因?(请选择两个答案),解析内容已与中文版一致
英文版第二章.docx,85,85.(多选题)Which are red-flag indicators of possible money laundering through online gambling? (Choose two.),已一致,第二章.docx,47,47.(多选题)哪些是可能通过在线赌博洗钱的危险信号?（选择两个）,解析内容已与中文版一致
英文版第二章.docx,86,"86.Tom is the compliance specialist of ABC Bank. He is checking the transaction status of Mr. Brown, a bank customer who is the owner of a check cashing company. Mr. Brown hasn't withdrawn any cash from his checking account in the past six months. He also deposited two checks issued by the casino, each amounting to $2,000. When Tom checked your customer documents, he found that Mr. Tom had asked the bank to provide information on fees and commissions when opening an account. Which of the following situations should arouse Tom's suspicion most?",已一致,第二章.docx,110,110.Tom是ABC银行的法规遵循专员。他正检视银行客户Brown先生的交易状况，该客户为一家支票兑现公司的所有人。Brown先生在过去的六个月内，未就支票存款提领过任何现金。他还存入了两张由赌场签发的支票，金额各为2，000美元。Tom在核查客户文件时，发现Brown先生曾于开立帐户时，要求银行提供费用和佣金方面的资讯。下列哪一种情形最应引起Tom的怀疑?,解析内容已与中文版一致
英文版第二章.docx,87,87.Which online gambling scheme involves placing bets with deposited funds and colluding with other players to obscure the money's origin?,已一致,第二章.docx,154,154.哪种在线赌博手法涉及用存入的资金下注，并与其他玩家合谋，以掩盖资金来源？,解析内容已与中文版一致
英文版第二章.docx,88,88.Which suspicious activity may be the strongest indicator of money laundering through a casino?,已一致,第二章.docx,111,111.以下哪种可疑行为最强烈地表明赌场可能被用于洗钱?,解析内容已与中文版一致
英文版第二章.docx,89,89.Which of the following is the main reason Internet gambling is an ideal web-based money laundering method?,已一致,第二章.docx,112,112.以下哪个是网络赌博是理想的网上洗钱方法的主要原因?,解析内容已与中文版一致
英文版第二章.docx,90,90.Which situation is the highest risk for money laundering and terrorist financing activity?,已一致,第二章.docx,113,113.哪种情况是洗钱和恐怖融资活动的最高风险?,解析内容已与中文版一致
英文版第二章.docx,91,91.(多选题)Which of the following are the most suspicious transaction indicators related to casino activities?（choose three）,已一致,第二章.docx,48,48.(多选题)以下哪三项是与赌场活动相关的最可疑的交易指标?（选择三个）,解析内容已与中文版一致
英文版第二章.docx,92,"92.Three people entered a casino and bought chips worth $20,000 in cash. The three men played a game with $200 chips, then combined their funds and asked for a casino check. What is the potential red flag of indirect money laundering?",已覆盖,第二章.docx,49,"49.三个人进入一家赌场，用现金购买价值20,000美元的筹码。三人用200美元的筹码进行游戏，然后将他们的资金合并起来，要求开出一张赌场支票。什么是间接的洗钱的潜在红旗标志?",按题干、选项和答案确认对应后覆盖
